region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
2,19,37,1,4,99,2,15,0,1,3,0,0,0,0,8,0,0,0,0,142.05,0,0,0,0,1,0,0,1,1,0,0,0,1,2.07944154167984, , , , ,4.59511985013459,2,1
2,25,41,0,3,81,3,20,0,1,4,0,0,1,0,7.4,0,0,11,0,193.65,0,0,290,0,0,0,0,0,0,1,1,1,0,2.00148000021012, , ,2.39789527279837, ,4.39444915467244,3,0
3,54,68,0,7,273,3,27,0,1,1,0,0,1,0,18.35,0,0,6,0,1003.2,0,0,325,0,0,0,0,1,0,0,0,0,1,2.90962957450058, , ,1.79175946922806, ,5.60947179518496,1,0
3,14,28,1,7,17,2,3,0,0,4,0,1,0,0,5.8,0,20.85,0,0,86.75,0,288.05,0,0,0,0,0,0,0,0,0,0,1,1.75785791755237, ,3.03735394824481, , ,2.83321334405622,1,1
1,7,23,0,3,27,2,1,0,1,3,1,0,1,0,3.65,9.5,0,7,0,21,76.05,0,55,0,0,0,0,0,0,1,1,0,0,1.2947271675944,2.2512917986065, ,1.94591014905531, ,3.29583686600433,1,0
1,3,23,0,2,20,2,4,0,0,1,0,1,0,0,4.65,0,30,0,0,11.2,0,68.8,0,0,0,1,0,1,0,0,0,1,1,1.53686721959927, ,3.40119738166216, , ,2.99573227355399,1,0
2,54,56,0,8,207,2,35,0,1,1,1,0,1,0,9,25.25,0,9,0,464.65,1352.25,0,455,0,0,0,0,0,1,1,1,1,0,2.19722457733622,3.22882615572137, ,2.19722457733622, ,5.33271879326537,3,0
1,18,29,0,4,40,2,1,0,0,1,0,1,0,0,9.5,0,27.35,0,0,196.2,0,401.65,0,0,0,0,0,1,1,1,1,0,0,2.2512917986065, ,3.30871652886799, , ,3.68887945411394,3,0
1,42,62,0,26,26,1,35,1,1,1,0,0,1,0,8.75,0,0,27,0,337.75,0,0,1070,0,0,0,0,0,0,0,0,0,1,2.16905370036952, , ,3.29583686600433, ,3.25809653802148,1,0
2,12,50,1,16,203,4,25,0,0,2,1,0,1,1,4.95,22,0,11.25,28.3,71.5,284.7,0,120,315.7,0,0,1,0,0,1,0,0,1,1.5993875765806,3.09104245335832, ,2.42036812865043,3.34286180464919,5.31320597904179,1,1
2,13,38,1,8,104,4,6,0,0,7,1,0,1,1,10.25,21.5,0,25.75,58.85,160.4,274,0,325,723.35,0,1,1,1,1,1,1,1,1,2.32727770558442,3.06805293513362, ,3.24843462710975,4.07499183370629,4.64439089914137,4,1
3,67,42,1,20,81,3,20,0,1,5,1,0,1,1,24.4,41.25,0,9.5,36.7,1701,2799.45,0,615,2481.65,1,1,1,0,1,1,1,1,0,3.19458313229916,3.71965111278069, ,2.2512917986065,3.60277675506052,4.39444915467244,4,0
1,25,46,0,13,45,1,12,0,1,1,1,0,0,0,5.4,16,0,0,0,155,408.05,0,0,0,0,1,0,0,0,1,1,0,0,1.68639895357023,2.77258872223978, , , ,3.80666248977032,3,0
3,32,35,0,12,57,4,5,0,0,1,1,1,0,0,8.6,11,30.05,0,0,259.3,335.15,975.8,0,0,1,0,0,0,0,0,0,0,0,2.15176220325946,2.39789527279837,3.40286266098122, , ,4.04305126783455,2,0
2,8,22,0,3,25,4,0,0,0,1,1,0,1,1,8,32.25,0,18.25,19.45,61.55,264,0,155,153.7,0,1,0,0,1,1,1,1,0,2.07944154167984,3.47351804324178, ,2.9041650800285,2.96784707006446,3.2188758248682,3,0
2,32,54,0,6,155,2,20,0,0,1,0,0,0,0,16.35,0,0,0,0,528.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79422789734326, , , , ,5.04342511691925,1,0
2,2,28,0,7,46,3,0,0,1,1,0,0,0,1,3.45,0,0,0,15.1,6.55,0,0,0,10.45,1,0,1,0,1,1,0,1,1,1.23837423104327, , , ,2.71469474382088,3.8286413964891,4,0
1,42,33,0,2,67,2,5,0,0,2,0,0,1,0,6.7,0,0,25.25,0,270.2,0,0,1075,0,1,0,0,0,0,0,0,1,0,1.90210752639692, , ,3.22882615572137, ,4.20469261939097,2,0
2,41,46,1,14,47,2,11,0,0,5,1,1,1,1,6.3,41.25,55.8,20,50.95,279.7,1665,2197.6,830,1956.7,1,1,1,0,1,1,1,1,0,1.84054963339749,3.71965111278069,4.02177386938726,2.99573227355399,3.93084475966873,3.85014760171006,4,0
1,38,40,0,15,34,2,11,0,1,1,0,1,1,0,4.25,0,19.8,7,0,157.6,0,779.65,275,0,1,0,0,1,0,0,0,0,0,1.44691898293633, ,2.98568193770049,1.94591014905531, ,3.52636052461616,2,0
2,6,42,1,17,29,2,2,0,1,2,1,0,1,1,4.3,25.75,0,29,31.9,13.4,159.15,0,165,162,0,1,1,0,1,1,1,1,0,1.45861502269952,3.24843462710975, ,3.36729582998647,3.4626060097908,3.36729582998647,4,0
1,13,23,1,3,30,3,0,0,1,4,1,1,0,0,5.15,24.25,28.85,0,0,53.5,294.55,294.35,0,0,1,1,1,1,1,0,1,1,0,1.63899671467564,3.18841661738349,3.36210999295411, , ,3.40119738166216,4,0
1,34,49,1,27,61,3,15,0,1,2,1,0,0,0,12.65,34.25,0,0,0,414.9,1119.35,0,0,0,0,0,0,0,1,1,1,1,0,2.53765721517353,3.53368656470823, , , ,4.11087386417331,3,0
1,48,41,0,21,43,2,7,0,0,1,0,0,1,0,19.5,0,0,11.75,0,887.7,0,0,530,0,1,0,0,0,0,0,0,0,0,2.9704144655697, , ,2.46385324059017, ,3.76120011569356,2,0
1,32,34,1,7,32,2,15,0,0,4,0,0,0,0,9.25,0,0,0,0,285.75,0,0,0,0,0,0,0,0,0,0,0,1,0,2.22462355152433, , , , ,3.46573590279973,1,0
3,55,52,0,22,127,1,28,0,1,3,0,0,1,0,7.05,0,0,20.25,0,400.55,0,0,1150,0,1,1,0,0,0,0,0,0,1,1.95302761682418, , ,3.00815479355255, ,4.84418708645859,2,0
3,29,26,0,1,32,3,2,0,1,1,0,0,1,0,3.4,0,0,15.75,0,111.5,0,0,440,0,0,1,0,0,0,0,0,1,0,1.22377543162212, , ,2.75684036527164, ,3.46573590279973,1,1
3,35,50,1,11,293,3,21,0,0,2,0,1,0,0,12.25,0,23.9,0,0,416.4,0,793.4,0,0,0,0,0,0,0,0,0,0,1,2.50552593699074, ,3.17387845893747, , ,5.68017260901707,1,1
1,9,29,0,9,39,3,5,0,1,1,0,0,0,0,4.2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1.43508452528932, , , , ,3.66356164612965,1,0
1,33,34,1,2,28,1,3,0,1,3,0,0,0,0,13.4,0,0,0,0,438.9,0,0,0,0,1,0,0,1,1,0,0,0,0,2.59525470695687, , , , ,3.3322045101752,2,0
3,31,34,0,9,105,4,7,0,1,4,0,0,1,0,6.45,0,0,5.75,0,182.35,0,0,170,0,0,0,0,0,0,1,0,1,0,1.86408013080768, , ,1.74919985480926, ,4.65396035015752,3,0
3,55,45,0,8,36,2,9,0,0,3,1,0,1,0,25.65,41.75,0,11.75,0,1423,2294.75,0,630,0,1,1,0,0,1,1,1,1,0,3.24454357161678,3.73169945129686, ,2.46385324059017, ,3.58351893845611,3,0
1,39,34,1,11,55,4,10,0,1,4,1,1,1,1,18.45,33.75,56.95,35.5,47.85,742.5,1307.8,2171.65,1385,1867.5,0,1,1,1,1,1,1,1,0,2.91506437048654,3.51898041731854,4.04217368989319,3.56953269648137,3.86807111789896,4.00733318523247,4,0
3,55,37,1,15,23,2,0,0,1,5,1,0,1,0,12.95,32.5,0,26.25,0,716.25,1783.55,0,1355,0,1,0,0,0,1,1,1,1,0,2.56109578814555,3.48124008933569, ,3.26766598903763, ,3.13549421592915,3,0
3,33,58,0,12,21,2,23,1,1,1,0,0,1,0,8.8,0,0,20.75,0,264.05,0,0,690,0,0,0,0,0,0,0,0,0,0,2.17475172148416, , ,3.03254624667671, ,3.04452243772342,1,0
2,48,31,1,12,52,4,3,0,0,3,1,1,1,1,8.15,26.5,50.95,31.75,55.55,364.8,1323.5,2289.7,1410,2725.3,1,1,1,1,1,1,1,1,1,2.09801792725277,3.27714473299218,3.93084475966873,3.4578927253387,4.01728351608564,3.95124371858143,4,0
3,54,32,1,0,50,1,15,0,0,3,1,1,1,0,18.15,46.25,49.2,21.25,0,958.7,2530.9,2610.6,1105,0,0,0,0,0,1,1,1,1,0,2.89867056071086,3.83406146395843,3.89589362349826,3.05635689537043, ,3.91202300542815,3,1
3,4,37,1,1,33,2,15,0,1,5,0,1,0,0,2.45,0,21.9,0,0,19.25,0,65.1,0,0,0,0,0,1,0,0,0,0,1,.896088024556636, ,3.08648663682246, , ,3.49650756146648,1,1
2,23,35,0,2,96,3,4,0,0,1,0,1,1,1,6.4,0,37.6,22.75,46.2,160.3,0,788.4,450,979.25,1,1,1,1,1,1,1,1,1,1.85629799036563, ,3.62700405039585,3.12456514539696,3.83297979808769,4.56434819146784,4,1
2,55,44,1,2,68,2,15,0,0,5,1,0,1,0,6.6,43.5,0,29.5,0,350.85,2423.3,0,1685,0,0,0,0,0,1,1,1,1,0,1.88706964903238,3.77276093809464, ,3.38439026334577, ,4.21950770517611,3,0
2,55,57,1,25,34,2,12,0,0,3,0,0,1,0,14.6,0,0,29.5,0,785.4,0,0,1600,0,0,0,0,0,0,0,0,0,0,2.68102152871429, , ,3.38439026334577, ,3.52636052461616,1,0
1,10,23,0,4,36,2,1,0,0,3,1,0,1,0,8.55,14.75,0,22,0,86.05,142.05,0,200,0,0,0,0,0,1,1,1,1,0,2.14593128294867,2.69124308278583, ,3.09104245335832, ,3.58351893845611,3,0
2,51,36,0,13,62,3,9,0,0,2,1,0,1,1,5.65,36.25,0,19.75,40.4,305.75,1872.75,0,995,2005.45,1,1,1,1,1,1,1,1,0,1.73165554515835,3.59043938130068, ,2.98315349134713,3.6988297849671,4.12713438504509,4,0
3,53,33,0,1,60,1,6,0,0,2,1,0,1,1,17.65,28.5,0,41,28.55,950.7,1502.2,0,2170,1524.6,0,1,1,0,1,1,1,1,0,2.87073578337931,3.3499040872746, ,3.71357206670431,3.35165693610202,4.0943445622221,4,0
3,1,30,0,3,135,4,3,0,0,3,1,1,1,0,1.1,5.75,22.8,2.75,0,1.1,5.75,22.8,2.75,0,0,0,0,1,1,0,0,0,1,.0953101798043249,1.74919985480926,3.1267605359604,1.01160091167848, ,4.90527477843843,1,1
3,8,27,1,0,21,3,3,0,1,2,0,1,0,0,3.65,0,36.45,0,0,38.05,0,235.75,0,0,1,0,0,1,0,0,0,0,1,1.2947271675944, ,3.59594145845467, , ,3.04452243772342,2,0
3,36,32,1,3,63,4,7,0,0,4,0,1,1,0,6.2,0,29.55,12.75,0,229.5,0,991.35,415,0,1,0,0,1,0,0,0,1,0,1.82454929205105, ,3.38608374385211,2.54553127160444, ,4.14313472639153,2,0
3,4,44,0,15,32,3,0,0,1,1,1,1,1,0,2.1,13.75,25.95,8.75,0,6.9,44.95,82.25,25,0,0,1,0,1,1,0,1,1,0,.741937344729377,2.62103882411258,3.2561716096119,2.16905370036952, ,3.46573590279973,3,1
1,66,39,1,12,60,4,10,0,0,3,1,1,1,1,20.15,39.25,46.3,17.25,36.4,1443.75,2490.65,2895.25,1055,2322.2,1,1,1,1,1,1,1,1,1,3.00320428839269,3.66995144422842,3.83514196109219,2.84781214347737,3.5945687746427,4.0943445622221,4,0
1,11,24,1,0,31,2,3,0,1,4,1,1,1,1,5.4,16,39.2,13.75,33.55,83.15,189.45,422.8,140,331.65,0,1,1,1,1,1,1,0,1,1.68639895357023,2.77258872223978,3.66867674679642,2.62103882411258,3.51303686341769,3.43398720448515,4,1
2,13,23,1,4,31,1,5,0,1,4,0,1,0,1,4.6,0,35.45,0,27.7,54.85,0,398.95,0,339.75,0,1,1,1,0,0,0,0,1,1.52605630349505, ,3.56812325297814, ,3.32143241319329,3.43398720448515,1,0
1,4,40,0,12,38,2,5,0,0,1,0,0,1,0,8.15,0,0,12,0,32.25,0,0,25,0,0,0,0,0,0,0,0,0,0,2.09801792725277, , ,2.484906649788, ,3.63758615972639,1,0
1,13,34,1,6,37,3,6,0,0,4,0,0,0,0,6.85,0,0,0,0,102.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1.92424865227413, , , , ,3.61091791264422,3,0
1,45,30,1,8,38,2,5,0,0,6,0,0,1,0,12.75,0,0,23.75,0,622.15,0,0,1015,0,1,0,0,0,0,1,1,1,0,2.54553127160444, , ,3.16758253048065, ,3.63758615972639,3,0
1,35,40,0,5,49,1,20,0,1,1,0,0,0,0,3.4,0,0,0,0,107.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22377543162212, , , , ,3.89182029811063,1,0
3,44,45,1,19,88,1,21,0,0,2,1,0,1,0,11.9,25.25,0,8.25,0,524.25,1108.4,0,305,0,1,0,0,0,1,1,1,1,0,2.47653840011748,3.22882615572137, ,2.11021320034659, ,4.47733681447821,3,0
2,42,46,1,9,31,1,12,0,1,3,0,0,1,0,5.9,0,0,23,0,277.65,0,0,945,0,0,0,0,0,0,0,0,1,0,1.77495235091167, , ,3.13549421592915, ,3.43398720448515,1,0
1,31,24,1,3,14,1,0,0,0,4,0,0,0,0,7.2,0,0,0,0,231.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97408102602201, , , , ,2.63905732961526,1,0
1,12,23,1,2,24,4,0,0,1,8,1,0,1,1,3.2,41,0,15.75,35.4,35.5,502,0,210,373,0,1,1,1,1,1,1,1,0,1.16315080980568,3.71357206670431, ,2.75684036527164,3.56671182013973,3.17805383034795,4,0
1,47,34,1,4,63,2,13,0,1,4,0,0,1,0,18.95,0,0,30.5,0,880.75,0,0,1395,0,0,0,0,0,0,0,0,0,0,2.94180393152844, , ,3.41772668361337, ,4.14313472639153,1,0
3,39,34,0,4,20,5,3,0,1,1,1,1,1,1,9.55,21.25,59.2,10,79.2,375.4,872.5,2361.9,385,2973,1,1,1,1,1,1,1,1,1,2.25654115449264,3.05635689537043,4.08092154188996,2.30258509299405,4.37197629882038,2.99573227355399,4,0
1,13,54,0,12,121,4,23,0,0,1,0,0,0,0,7.3,0,0,0,0,102.4,0,0,0,0,0,0,0,0,1,0,1,1,0,1.98787434815435, , , , ,4.79579054559674,3,0
2,11,19,0,0,21,2,0,0,0,1,0,0,0,0,3.6,0,0,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.28093384546206, , , , ,3.04452243772342,1,1
3,17,42,0,8,58,1,23,0,0,1,0,1,0,0,5.05,0,28.65,0,0,85.05,0,523.05,0,0,1,1,0,1,0,1,0,0,0,1.61938824328727, ,3.35515344316075, , ,4.06044301054642,2,1
1,19,65,0,3,108,1,33,0,0,3,1,0,1,0,5.95,21.5,0,11.25,0,117.55,423.6,0,190,0,0,0,0,0,1,1,1,1,0,1.78339121955754,3.06805293513362, ,2.42036812865043, ,4.68213122712422,3,0
2,53,51,0,31,245,4,0,0,0,1,1,0,1,0,18.45,28.25,0,11,0,961.75,1535.25,0,570,0,1,0,0,0,0,0,0,1,0,2.91506437048654,3.34109345759245, ,2.39789527279837, ,5.50125821054473,2,0
1,35,34,0,7,78,4,10,0,1,1,0,0,1,0,13.9,0,0,4.5,0,556.2,0,0,135,0,0,0,0,0,0,0,0,0,0,2.63188884013665, , ,1.50407739677627, ,4.35670882668959,1,0
1,22,48,0,7,88,4,12,0,0,1,0,1,0,0,4.5,0,31.85,0,0,92.65,0,646.05,0,0,0,0,0,1,0,0,0,0,0,1.50407739677627, ,3.46103738201817, , ,4.47733681447821,1,1
2,68,39,0,20,73,2,16,0,1,1,1,0,1,0,44.95,15.75,0,20,0,3002.2,1089.05,0,1295,0,1,0,0,0,0,0,0,0,0,3.80555076091763,2.75684036527164, ,2.99573227355399, ,4.29045944114839,2,0
3,68,52,1,8,456,3,30,0,1,4,1,0,1,1,22.25,27.5,0,26.75,29.75,1549.95,1782.1,0,1885,2096.55,1,0,0,0,1,1,1,1,0,3.10234200861225,3.31418600467253, ,3.28653447334202,3.39282913199164,6.12249280951439,3,0
3,11,32,0,8,23,2,0,0,1,1,0,1,1,0,6.2,0,28.4,7.25,0,82.6,0,242.9,95,0,0,0,0,1,0,0,0,0,1,1.82454929205105, ,3.34638914516716,1.98100146886658, ,3.13549421592915,1,0
3,16,50,0,5,263,2,29,0,1,3,1,1,0,1,3.75,17,31.95,0,21.9,59.75,253.35,463.25,0,309.05,0,0,0,0,1,1,1,1,1,1.32175583998232,2.83321334405622,3.46417218082354, ,3.08648663682246,5.57215403217776,3,0
1,60,64,0,14,33,2,13,1,0,1,1,0,1,1,30.75,22.25,0,12.25,47.4,1829.4,1391,0,670,2962.1,1,1,1,0,1,1,1,1,1,3.42588999425253,3.10234200861225, ,2.50552593699074,3.85862222870103,3.49650756146648,4,0
1,18,56,0,22,296,2,25,0,0,1,0,0,1,0,3.4,0,0,8.25,0,49.7,0,0,160,0,0,0,0,0,1,0,0,0,0,1.22377543162212, , ,2.11021320034659, ,5.69035945432406,1,0
1,35,57,1,32,47,4,12,0,0,2,0,1,1,0,7.25,0,33.7,18.75,0,263.55,0,1153.35,630,0,1,0,0,1,0,0,0,0,0,1.98100146886658, ,3.51749783735832,2.93119375241642, ,3.85014760171006,2,0
2,20,49,1,5,264,2,29,0,1,2,0,0,0,0,9.6,0,0,0,0,159.2,0,0,0,0,0,0,0,0,0,1,0,0,0,2.26176309847379, , , , ,5.57594910314632,1,0
2,69,48,1,27,55,2,4,0,0,2,1,1,1,0,19.6,35.75,34.25,62,0,1411.7,2396.7,2440.55,4125,0,1,0,0,0,0,1,1,0,0,2.97552956623647,3.57655026914002,3.53368656470823,4.12713438504509, ,4.00733318523247,3,0
2,27,24,1,3,26,1,7,0,1,4,0,0,0,0,6.05,0,0,0,0,137.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1.80005827204275, , , , ,3.25809653802148,1,1
1,18,52,1,20,66,1,19,0,1,2,1,0,1,0,12.8,27.75,0,10.5,0,204.95,520.6,0,170,0,0,0,0,1,0,0,1,0,0,2.54944517092557,3.32323584019244, ,2.35137525716348, ,4.18965474202643,1,0
2,17,42,0,6,31,2,2,0,0,1,1,0,0,1,8.25,24.5,0,0,26.4,140.85,404.8,0,0,447.95,1,1,0,0,1,1,0,1,1,2.11021320034659,3.19867311755068, , ,3.27336401015227,3.43398720448515,4,1
2,15,46,0,5,232,4,15,0,1,2,1,1,1,1,4.3,23,45.15,22.75,31.3,41.35,357.5,582,305,474.5,0,1,1,1,1,1,1,1,1,1.45861502269952,3.13549421592915,3.80999027986299,3.12456514539696,3.44361809754611,5.44673737166631,4,1
1,9,41,0,12,39,4,3,0,0,1,0,1,0,1,4.7,0,39.65,0,20.8,26.3,0,318.25,0,135.95,0,1,1,1,0,0,0,0,1,1.54756250871601, ,3.68009094808086, ,3.03495298670727,3.66356164612965,1,1
2,62,59,1,37,74,1,20,0,0,2,1,0,1,0,16.1,36,0,11,0,972,2245.35,0,645,0,0,0,0,0,1,1,1,1,0,2.77881927199042,3.58351893845611, ,2.39789527279837, ,4.30406509320417,3,0
1,19,33,1,11,22,1,3,0,0,5,0,0,1,0,3.95,0,0,36.25,0,79.6,0,0,685,0,1,0,0,0,1,1,0,1,0,1.37371557891303, , ,3.59043938130068, ,3.09104245335832,3,0
3,3,64,0,3,9,2,6,1,0,1,0,0,0,0,4.95,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5993875765806, , , , ,2.19722457733622,1,1
2,38,44,0,1,50,4,7,0,1,1,0,1,1,0,7.15,0,24.6,10,0,277.5,0,891.8,355,0,1,0,0,1,0,0,0,0,1,1.96711235670592, ,3.20274644293832,2.30258509299405, ,3.91202300542815,2,1
1,11,26,0,2,53,3,3,0,0,1,1,1,1,1,4.15,21.5,43.7,11.75,38.8,34.7,188.35,431.3,110,415.8,1,1,1,1,0,1,1,0,1,1.42310833424261,3.06805293513362,3.77734810210154,2.46385324059017,3.65842024662923,3.97029191355212,4,1
3,23,50,0,1,151,4,8,0,1,1,1,0,0,0,8.25,21.75,0,0,0,186.5,438.4,0,0,0,0,0,0,0,1,0,0,0,0,2.11021320034659,3.07961375753469, , , ,5.01727983681492,1,0
3,36,42,0,5,31,1,4,0,1,1,0,0,0,0,10.05,0,0,0,0,373.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30757263450508, , , , ,3.43398720448515,1,1
3,24,58,1,30,24,1,5,0,0,2,1,0,0,0,7.65,16,0,0,0,177.4,420.65,0,0,0,0,0,0,0,0,0,0,0,0,2.03470564783844,2.77258872223978, , , ,3.17805383034795,1,0
3,54,33,0,5,47,2,13,0,1,2,1,0,1,0,13.9,32,0,20.25,0,732.2,1671.9,0,1125,0,0,0,0,0,1,1,0,1,0,2.63188884013665,3.46573590279973, ,3.00815479355255, ,3.85014760171006,3,0
1,10,28,0,9,75,4,1,0,0,1,1,1,1,1,6.2,27.5,42.4,40,36.3,45.95,225.85,373.15,340,290.65,0,1,1,1,1,1,1,1,1,1.82454929205105,3.31418600467253,3.74714836223791,3.68887945411394,3.59181774127081,4.31748811353631,4,1
3,12,31,0,8,18,4,4,0,0,1,0,1,0,0,3.7,0,24.3,0,0,48.55,0,243.4,0,0,0,0,0,1,0,0,0,0,1,1.30833281965018, ,3.1904763503465, , ,2.89037175789616,1,1
3,59,55,1,29,42,3,21,0,1,2,0,0,1,0,8.95,0,0,15.25,0,492.35,0,0,855,0,1,0,0,0,0,0,0,0,0,2.19165353228676, , ,2.72457950305342, ,3.73766961828337,2,0
3,8,35,0,6,31,5,7,0,0,1,1,1,0,1,4.4,17.25,35.65,0,42.05,34.65,155.15,237.8,0,288.25,1,1,1,1,1,1,1,1,1,1.48160454092422,2.84781214347737,3.57374914686031, ,3.73885938641896,3.43398720448515,4,1
3,32,33,0,1,38,1,12,0,1,1,0,0,1,0,7.3,0,0,33.75,0,231.45,0,0,1050,0,0,0,0,0,0,0,0,0,0,1.98787434815435, , ,3.51898041731854, ,3.63758615972639,1,0
1,9,28,1,8,28,3,4,0,0,3,0,1,0,0,4.5,0,28.5,0,0,36.45,0,230.3,0,0,1,0,0,1,0,0,0,1,1,1.50407739677627, ,3.3499040872746, , ,3.3322045101752,2,1
2,24,43,1,15,48,4,4,0,0,6,1,1,1,1,14.4,25.75,37.2,57.75,36.95,339.55,591.2,870.05,1415,901.6,1,1,1,1,1,1,1,1,1,2.66722820658195,3.24843462710975,3.6163087612791,4.0561233494019,3.60956564739421,3.87120101090789,4,0
3,58,61,0,42,101,4,18,0,1,1,0,0,1,0,16.35,0,0,17,0,956.85,0,0,925,0,1,0,0,1,0,0,0,0,0,2.79422789734326, , ,2.83321334405622, ,4.61512051684126,2,0
3,9,25,0,3,27,1,4,0,1,1,0,0,0,0,12.2,0,0,0,0,121.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50143595173921, , , , ,3.29583686600433,1,1
3,52,54,0,7,59,3,22,0,0,1,1,0,1,1,15.25,32.5,0,21.75,39.3,800.25,1644.05,0,1055,1991.75,1,0,0,0,1,1,0,1,0,2.72457950305342,3.48124008933569, ,3.07961375753469,3.67122451887522,4.07753744390572,3,0
1,14,52,1,2,44,3,5,0,0,2,0,0,1,1,4.85,0,0,14.25,14.9,68.95,0,0,185,212.25,0,1,0,0,1,1,0,0,0,1.57897870494939, , ,2.65675690671466,2.70136121295141,3.78418963391826,3,0
3,12,36,1,4,205,4,10,0,1,4,0,1,0,1,5.95,0,38.3,0,32,53.75,0,433.05,0,397.3,1,1,1,1,0,0,0,0,1,1.78339121955754, ,3.6454498961866, ,3.46573590279973,5.32300997913841,2,1
1,67,40,1,14,59,3,11,0,0,2,1,0,1,0,27,30,0,19.75,0,1722.5,1959.95,0,1245,0,0,0,0,0,1,1,1,1,0,3.29583686600433,3.40119738166216, ,2.98315349134713, ,4.07753744390572,3,0
3,55,46,0,8,87,2,19,0,1,1,0,1,1,0,17.9,0,28,15.25,0,982.9,0,1449.6,785,0,0,0,0,1,0,0,1,1,1,2.88480071284671, ,3.3322045101752,2.72457950305342, ,4.46590811865458,1,0
3,5,44,1,2,83,3,14,0,1,3,1,0,1,1,4,26.25,0,20.25,21.95,32,131.95,0,50,80.35,0,1,0,1,1,1,1,1,0,1.38629436111989,3.26766598903763, ,3.00815479355255,3.08876713952118,4.4188406077966,3,1
2,10,40,0,6,22,3,6,0,1,1,0,0,0,0,5.05,0,0,0,0,59.95,0,0,0,0,0,0,0,1,0,0,0,0,0,1.61938824328727, , , , ,3.09104245335832,1,1
2,61,43,1,22,35,2,11,0,0,3,1,0,1,0,21.05,15.5,0,17.25,0,1264,933.8,0,1065,0,1,0,0,1,0,0,0,0,1,3.04690056012839,2.7408400239252, ,2.84781214347737, ,3.55534806148941,2,0
2,67,47,1,19,69,3,12,0,0,3,1,0,1,0,49.35,27,0,10.25,0,3235.55,1838.2,0,690,0,1,0,0,0,1,1,1,1,0,3.89893776587949,3.29583686600433, ,2.32727770558442, ,4.23410650459726,3,0
1,30,28,0,1,20,1,8,0,1,1,0,0,0,0,12.4,0,0,0,0,369.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51769647261099, , , , ,2.99573227355399,1,1
1,72,75,0,37,33,1,44,1,1,1,1,0,1,0,49.3,31.75,0,26,0,3417.4,2254.15,0,1835,0,1,0,0,0,0,0,0,1,0,3.89792408104864,3.4578927253387, ,3.25809653802148, ,3.49650756146648,2,0
2,65,72,0,46,12,2,0,1,0,1,0,0,1,0,29.6,0,0,18,0,1872.8,0,0,1160,0,1,0,0,0,0,1,1,1,0,3.38777436133001, , ,2.89037175789616, ,2.484906649788,3,0
1,34,33,0,8,35,3,2,0,1,1,0,0,0,0,7.5,0,0,0,0,258.4,0,0,0,0,1,0,0,0,0,0,0,0,0,2.01490302054226, , , , ,3.55534806148941,2,1
2,36,45,0,22,117,3,15,0,1,1,0,0,0,0,10.5,0,0,0,0,429.1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.35137525716348, , , , ,4.76217393479776,2,0
1,16,54,0,20,147,1,29,0,0,4,1,0,1,0,6.95,23.25,0,6.5,0,98.5,357.95,0,90,0,0,0,0,0,1,1,1,1,0,1.9387416595767,3.14630513203337, ,1.87180217690159, ,4.99043258677874,3,0
3,56,30,1,9,57,5,2,0,0,4,0,1,1,0,16.85,0,36.7,6.5,0,948.3,0,1984.15,365,0,1,1,0,1,0,0,0,0,1,2.82435065679837, ,3.60277675506052,1.87180217690159, ,4.04305126783455,2,0
2,48,34,0,7,42,3,2,0,1,1,0,0,1,0,14.15,0,0,8,0,678.3,0,0,355,0,1,0,0,0,0,1,0,0,0,2.64971462408925, , ,2.07944154167984, ,3.73766961828337,2,0
2,54,42,1,0,55,4,2,0,0,5,1,1,1,1,14.3,55.5,62.15,19.25,83.7,695.2,3086.35,3277.85,1050,4138.55,1,1,1,1,1,1,1,1,1,2.66025953726586,4.01638302075239,4.12955081795672,2.95751106073379,4.42723897749543,4.00733318523247,4,1
2,25,55,0,15,37,1,7,0,1,1,0,0,0,0,10.95,0,0,0,0,302.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39333945626251, , , , ,3.61091791264422,1,1
1,72,62,1,35,163,5,31,0,0,2,1,1,1,1,28.35,32.75,45.15,39.75,56.55,2017.6,2276.3,3225.45,2845,4109.9,1,1,1,1,1,1,1,1,0,3.34462703017376,3.48890296208126,3.80999027986299,3.68260984110034,4.03512520256213,5.09375020080676,4,0
